machine_id,n_points,duration_s,duration_days,avg_interval_s,cpu_mean,cpu_std,cpu_cv,cpu_p5,cpu_p25,cpu_p50,cpu_p75,cpu_p95,cpu_p99,mem_mean,mem_std,net_in_mean,net_out_mean,disk_mean,mkpi_mean,pct_idle,pct_low,pct_mid,pct_high,burstiness,spike_count,trend_per_hour,max_gap_hours,n_long_gaps,profile
m_3009,62102,690520,7.99,100,33.51,11.77,0.351,18,25,32,40,55,69,91.92,3.02,40.69,31.98,5.57,0.54,0.0,41.5,57.5,1.0,1.72,1,-0.016,5.5,54,stable_mid
m_3010,61884,691190,8.0,101,40.59,13.59,0.335,22,30,39,48,65,83,91.64,3.29,44.02,34.25,7.17,0.47,0.0,22.6,74.2,3.2,1.67,212,0.0188,5.5,45,stable_mid
m_3011,60162,691190,8.0,103,43.17,13.69,0.317,25,33,41,52,69,81,90.15,4.26,44.17,35.6,9.0,0.72,0.0,16.0,79.3,4.7,1.68,62,0.0119,5.5,70,stable_mid
m_3012,62967,691190,8.0,99,40.54,14.97,0.369,19,30,39,49,67,87,85.66,9.45,37.96,26.34,7.67,0.51,0.0,24.0,71.9,4.1,1.72,18,0.1225,5.8,53,stable_mid
m_3013,61344,689980,7.99,101,42.59,12.02,0.282,26,34,41,50,64,77,91.27,3.74,49.97,46.32,8.11,0.74,0.0,12.9,84.8,2.2,1.56,59,0.0149,5.6,76,stable_mid
m_3014,61841,690670,7.99,101,28.71,13.42,0.468,12,19,26,36,54,72,86.52,8.01,35.49,24.51,6.31,0.56,0.0,59.7,39.1,1.2,2.08,45,0.0473,5.9,64,stable_mid
m_3015,60668,691190,8.0,103,38.74,13.83,0.357,21,28,36,47,65,78,90.13,4.74,41.4,31.13,7.21,0.46,0.0,29.4,68.1,2.6,1.81,50,0.0195,5.8,51,stable_mid
m_3016,61418,691190,8.0,101,37.68,16.07,0.426,19,26,34,45,67,93,90.89,3.57,36.37,24.9,6.04,0.37,0.0,35.1,60.2,4.8,1.97,17,0.0892,5.6,61,stable_mid
m_3017,62193,691190,8.0,100,43.05,11.88,0.276,27,34,41,51,65,76,87.31,8.48,47.73,37.49,6.49,0.53,0.0,10.8,86.5,2.7,1.59,1,0.025,5.5,72,stable_mid
m_3018,59853,687960,7.96,103,46.65,14.38,0.308,27,35,44,57,73,82,86.68,8.05,40.77,30.58,13.85,0.62,0.0,9.4,82.3,8.4,1.66,60,0.0012,6.2,54,stable_mid
m_3019,62106,691070,8.0,100,37.84,12.15,0.321,22,29,36,45,60,74,91.75,3.04,45.84,36.09,8.1,0.67,0.0,27.7,70.7,1.5,1.67,3,0.0171,5.8,54,stable_mid
m_3020,62621,691190,8.0,99,39.25,13.35,0.34,21,29,37,47,64,79,90.45,4.92,46.61,36.21,7.33,0.49,0.0,26.3,71.2,2.5,1.73,53,0.0123,5.5,45,stable_mid
m_3021,62661,691190,8.0,99,43.77,20.1,0.459,20,29,39,53,86,95,88.14,6.0,40.1,29.7,9.46,0.46,0.0,26.8,59.3,13.9,2.21,70,0.0199,5.7,36,stable_mid
m_3022,60735,691190,8.0,102,54.02,16.16,0.299,32,41,52,65,83,86,91.09,3.44,46.85,42.46,9.18,0.69,0.0,3.0,75.2,21.9,1.6,0,-0.0102,5.5,68,stable_high
m_3023,60291,691190,8.0,103,32.63,12.7,0.389,16,23,31,40,56,71,90.15,4.45,40.25,29.94,5.79,0.67,0.0,46.6,52.2,1.2,1.81,4,0.0222,5.7,72,stable_mid
m_3024,59680,690110,7.99,104,42.56,14.84,0.349,24,32,40,50,71,89,90.1,6.09,47.75,35.76,6.27,0.53,0.0,17.6,77.0,5.4,1.78,8,0.0847,5.6,90,stable_mid
m_3025,57344,689120,7.98,108,43.72,12.26,0.281,26,34,42,52,65,75,91.62,3.32,48.63,39.37,9.27,0.6,0.0,12.0,85.4,2.6,1.55,32,-0.0095,8.6,84,stable_mid
m_3026,59635,679840,7.87,103,37.88,13.03,0.344,20,28,36,46,62,77,89.86,4.69,46.47,36.42,8.26,0.0,0.0,30.0,68.1,2.0,1.72,20,-0.0029,5.6,56,stable_mid
m_3027,62921,691190,8.0,99,45.67,11.04,0.242,30,37,45,53,65,74,90.94,4.76,46.59,40.96,9.53,0.77,0.0,4.9,92.8,2.3,1.44,19,0.0072,5.6,36,stable_mid
m_3028,63367,691190,8.0,98,40.39,12.21,0.302,24,31,38,48,63,74,91.34,3.71,36.43,30.74,10.48,0.73,0.0,19.4,78.7,1.9,1.66,14,-0.0153,5.6,43,stable_mid
m_3029,61818,691190,8.0,101,38.64,16.4,0.424,20,27,35,46,72,94,92.44,2.94,39.59,30.92,7.69,0.38,0.0,32.8,61.8,5.4,2.06,12,0.09,5.5,48,stable_mid
m_3030,61259,691190,8.0,102,38.96,12.46,0.32,22,29,37,47,61,73,90.89,4.09,50.12,49.72,6.33,0.59,0.0,25.5,73.0,1.5,1.65,0,0.0079,5.4,60,stable_mid
m_3031,60080,689410,7.98,103,30.38,14.2,0.467,12,20,28,39,56,73,88.05,4.91,43.03,32.35,7.12,0.43,0.0,54.4,44.2,1.4,2.0,45,-0.0088,5.6,86,stable_mid
m_3032,60546,687250,7.95,102,40.89,11.85,0.29,25,32,39,48,63,75,90.28,4.57,45.39,35.04,7.38,0.54,0.0,16.9,81.1,2.0,1.62,5,0.0131,6.4,65,stable_mid
m_3033,61124,691190,8.0,102,48.01,11.85,0.247,30,39,47,56,68,83,90.27,4.02,44.84,37.51,11.18,0.48,0.0,3.8,92.1,4.1,1.45,29,0.0333,5.6,54,stable_mid
m_3034,62280,691190,8.0,100,31.83,12.63,0.397,15,22,30,39,55,70,89.95,4.37,35.25,23.24,5.32,0.6,0.0,49.4,49.6,1.1,1.83,24,0.0029,5.7,38,stable_mid
m_3035,61744,683100,7.91,100,34.16,11.84,0.347,19,25,32,41,56,69,89.73,4.52,41.3,32.44,4.63,0.71,0.0,40.7,58.4,1.0,1.75,3,0.0426,5.8,45,stable_mid
m_3036,60529,661930,7.66,98,42.03,12.45,0.296,25,33,41,50,64,79,91.53,3.53,50.43,40.74,8.91,0.63,0.0,15.9,81.4,2.6,1.56,44,0.0077,5.6,28,stable_mid
m_3037,59730,686990,7.95,103,39.2,13.05,0.333,21,29,37,48,63,75,92.26,3.15,43.13,34.78,8.98,0.86,0.0,26.2,71.7,2.1,1.7,23,-0.0181,5.5,60,stable_mid
m_3038,61485,689410,7.98,101,48.5,12.81,0.264,31,39,46,56,74,84,90.8,3.93,38.11,33.83,9.27,0.58,0.0,3.1,90.2,6.8,1.61,1,0.0443,5.6,55,stable_mid
m_3039,62507,688900,7.97,99,2.74,14.71,5.364,0,0,0,0,0,93,5.51,7.28,0.02,0.03,0.15,0.07,95.5,1.7,0.3,2.5,0.0,3,0.0825,5.6,46,bursty
m_3040,60906,691190,8.0,102,37.47,14.84,0.396,20,27,35,44,64,91,91.19,3.44,45.98,36.35,6.62,0.0,0.0,32.2,63.6,4.3,1.83,51,0.0563,5.6,44,stable_mid
m_3041,64006,691190,8.0,97,38.39,12.33,0.321,22,29,36,46,61,77,91.2,3.43,45.58,36.15,6.97,0.48,0.0,25.6,72.5,1.9,1.69,92,0.0084,5.7,27,stable_mid
m_3042,62237,691180,8.0,100,35.64,13.07,0.367,18,26,34,43,60,75,90.03,4.79,38.64,28.01,6.26,0.43,0.0,36.9,61.5,1.7,1.76,12,0.0082,6.7,44,stable_mid
m_3043,62783,691180,8.0,99,45.69,11.52,0.252,29,37,45,53,66,76,90.9,3.97,47.61,37.4,7.93,0.75,0.0,5.8,91.3,2.9,1.47,60,0.0016,5.5,53,stable_mid
m_3044,61909,691190,8.0,100,41.53,15.51,0.373,23,31,38,49,74,91,91.07,3.8,44.73,33.36,4.02,0.43,0.0,21.5,72.7,5.8,1.95,15,0.0917,5.7,45,stable_mid
m_3045,61131,691180,8.0,102,32.12,12.99,0.404,15,23,30,40,56,71,89.27,4.8,35.02,23.73,5.39,0.64,0.0,47.4,51.5,1.1,1.87,17,0.0222,5.6,63,stable_mid
m_3046,59720,691010,8.0,104,29.85,12.17,0.408,13,21,28,37,51,67,90.66,3.76,38.7,28.06,2.74,0.36,0.0,53.4,45.7,0.9,1.82,5,-0.0179,8.5,52,stable_mid
m_3047,56550,691180,8.0,110,8.16,17.23,2.11,0,0,0,0,47,69,19.37,33.03,0.26,0.2,0.86,0.0,79.3,4.9,14.8,0.9,47.0,7,0.2288,13.9,64,bursty
m_3048,59043,684610,7.92,104,44.5,12.18,0.274,26,35,44,53,65,75,91.44,3.62,44.98,39.06,9.77,0.76,0.0,10.6,86.9,2.5,1.48,25,0.002,5.4,72,stable_mid
m_3049,62217,689110,7.98,100,33.47,14.23,0.425,15,23,31,42,60,76,86.57,8.09,37.05,25.38,5.82,0.68,0.0,45.2,52.8,1.9,1.94,166,0.0139,5.5,50,stable_mid
m_3050,58467,660310,7.64,102,51.9,10.24,0.197,36,44,52,60,68,74,90.63,3.65,50.29,41.84,11.66,0.52,0.0,0.9,95.9,3.2,1.31,1,-0.0023,5.9,45,stable_high
m_3051,61933,691190,8.0,100,46.95,11.29,0.24,30,38,46,55,67,76,91.45,3.29,48.57,39.41,8.29,0.63,0.0,4.0,93.0,3.1,1.46,14,0.051,5.7,61,stable_mid
m_3052,61634,691190,8.0,101,41.35,13.57,0.328,23,31,39,50,66,80,90.53,4.28,42.23,32.53,8.1,0.53,0.0,21.0,75.8,3.1,1.69,71,0.0065,5.5,63,stable_mid
m_3053,61754,691190,8.0,101,40.04,14.34,0.358,21,30,38,48,67,87,90.28,4.4,47.15,38.33,6.91,0.65,0.0,24.9,71.0,4.1,1.76,168,0.0268,5.7,71,stable_mid
m_3054,62378,691190,8.0,100,4.3,0.75,0.175,3,4,4,5,6,6,88.78,0.5,20.6,15.99,1.02,0.0,66.7,33.3,0.0,0.0,1.5,0,0.007,5.6,64,idle_pure
m_3055,59629,688870,7.97,104,48.56,11.72,0.241,31,40,47,57,68,77,91.63,3.59,46.31,39.28,7.84,1.05,0.0,3.1,92.8,4.1,1.45,104,0.0098,6.9,72,stable_mid
m_3056,60309,691190,8.0,103,33.9,12.34,0.364,17,25,32,42,57,70,90.15,4.21,40.81,30.26,5.91,0.57,0.0,41.9,57.1,1.0,1.78,2,0.0022,7.0,53,stable_mid
m_3057,60094,676660,7.83,101,31.91,12.48,0.391,15,23,30,39,55,69,90.71,3.75,40.88,30.78,4.67,0.21,0.0,48.8,50.2,1.0,1.83,10,-0.0031,5.6,62,stable_mid
m_3058,60998,682790,7.9,101,35.66,12.5,0.35,19,26,34,43,59,73,90.64,3.7,42.81,32.35,6.55,0.41,0.0,35.9,62.7,1.4,1.74,7,-0.0153,5.6,63,stable_mid
m_3059,62250,691190,8.0,100,41.23,14.63,0.355,23,31,39,49,68,92,91.12,3.98,42.21,34.07,10.81,0.38,0.0,21.9,73.8,4.4,1.74,66,0.0332,5.9,54,stable_mid
m_3060,62906,691190,8.0,99,39.48,14.73,0.373,21,29,37,46,69,88,87.61,5.7,49.06,43.79,6.42,0.87,0.0,25.2,69.8,5.0,1.86,42,0.0805,6.2,41,stable_mid
m_3061,60827,689990,7.99,102,46.55,11.83,0.254,29,37,45,55,67,76,90.45,5.27,46.04,40.11,8.53,0.54,0.0,5.3,91.4,3.3,1.49,2,0.0196,5.7,71,stable_mid
m_3062,61377,688790,7.97,101,33.47,12.72,0.38,17,24,31,41,58,71,89.85,4.68,43.58,31.5,6.49,0.65,0.0,44.2,54.6,1.2,1.87,19,-0.0106,5.6,60,stable_mid
m_3063,61418,691190,8.0,101,47.14,11.07,0.235,30,38,47,55,65,75,90.97,3.91,45.79,39.4,8.34,0.96,0.0,3.6,94.1,2.3,1.38,2,0.0161,5.9,45,stable_mid
m_3064,62785,691190,8.0,99,38.41,13.93,0.363,21,29,36,45,63,93,91.2,3.58,47.88,37.78,7.58,0.51,0.0,27.7,69.1,3.2,1.75,12,0.0492,5.8,36,stable_mid
m_3065,62630,684600,7.92,98,41.33,12.62,0.305,24,32,39,49,64,78,90.88,3.85,57.67,45.41,6.73,0.39,0.0,17.0,80.2,2.8,1.64,49,0.0003,5.8,36,stable_mid
m_3066,60670,690680,7.99,102,42.7,11.49,0.269,27,34,41,50,64,76,91.27,3.85,41.52,35.18,8.54,1.25,0.0,10.8,86.9,2.3,1.56,0,0.0147,5.6,68,stable_mid
m_3067,62047,676320,7.83,98,36.05,13.45,0.373,19,26,34,44,62,76,85.79,9.83,44.17,34.71,6.9,0.5,0.0,37.1,60.8,2.1,1.82,19,0.0068,5.5,36,stable_mid
m_3068,58886,691190,8.0,106,43.25,12.17,0.281,27,34,41,51,66,76,88.48,6.49,46.3,38.84,7.98,0.68,0.0,10.7,86.4,2.8,1.61,34,0.0085,5.6,99,stable_mid
m_3069,61290,686800,7.95,101,40.42,15.87,0.393,21,29,37,48,71,93,91.29,4.01,42.49,32.41,9.84,0.49,0.0,26.1,68.7,5.2,1.92,72,0.076,5.5,63,stable_mid
m_3070,63040,689990,7.99,99,8.52,19.31,2.266,0,0,0,0,50,89,17.7,31.52,0.22,0.18,0.85,0.0,80.5,4.4,12.8,2.3,50.0,0,0.2238,5.4,46,bursty
m_3071,61432,688870,7.97,101,35.54,14.08,0.396,18,26,33,43,60,90,90.14,4.04,41.46,30.7,5.72,0.7,0.0,38.1,59.2,2.7,1.82,4,0.0461,5.5,72,stable_mid
m_3072,61906,690520,7.99,100,51.63,9.4,0.182,36,45,52,58,67,74,90.5,3.61,45.55,41.82,10.99,0.89,0.0,0.8,96.6,2.6,1.29,7,0.0183,5.7,45,stable_high
m_3073,63234,691190,8.0,98,37.11,12.64,0.341,20,28,35,45,60,75,91.15,3.84,48.34,38.85,6.51,0.51,0.0,30.9,67.4,1.7,1.71,81,0.0149,5.6,36,stable_mid
m_3074,61799,682070,7.89,99,42.84,15.19,0.355,24,32,40,50,74,90,91.11,3.69,47.39,39.84,7.31,0.56,0.0,17.4,76.6,6.1,1.85,106,0.0604,5.6,55,stable_mid
m_3075,62229,691190,8.0,100,11.66,2.95,0.253,7,9,12,14,16,18,94.67,1.73,29.2,27.34,2.38,0.99,0.0,100.0,0.0,0.0,1.33,0,0.0154,5.5,46,stable_low
m_3076,60118,691180,8.0,103,41.95,16.01,0.382,22,30,39,50,74,90,91.12,3.75,48.55,39.06,6.21,0.79,0.0,22.5,71.2,6.3,1.9,82,0.0627,5.6,59,stable_mid
m_3077,62898,688790,7.97,99,40.2,12.49,0.311,23,31,38,48,63,75,91.54,3.41,41.94,31.13,6.37,0.37,0.0,21.5,76.5,2.0,1.66,46,0.01,5.6,45,stable_mid
m_3078,60968,681830,7.89,101,52.87,12.8,0.242,30,44,53,63,73,75,89.25,7.59,43.84,34.63,6.7,0.5,0.0,4.5,84.5,11.0,1.38,0,-0.0555,5.6,59,stable_high
m_3079,61130,691190,8.0,102,36.27,14.05,0.387,17,25,34,45,62,75,88.06,8.23,40.3,32.9,7.61,0.56,0.0,36.5,61.5,2.0,1.82,28,-0.0538,5.6,70,stable_mid
m_3080,63047,688860,7.97,98,36.49,17.81,0.488,16,24,32,44,78,91,90.78,3.71,34.69,24.36,6.55,0.61,0.0,41.3,51.1,7.6,2.44,20,0.0275,5.6,36,stable_mid
m_3081,62630,680080,7.87,98,34.21,15.69,0.459,16,24,31,41,62,92,90.41,4.08,41.34,30.45,5.64,0.4,0.0,44.8,51.1,4.1,2.0,6,0.0772,5.6,18,stable_mid
m_3082,61784,691190,8.0,101,39.67,14.71,0.371,21,29,37,48,66,91,90.55,3.79,41.59,30.37,5.54,0.59,0.0,27.3,68.9,3.7,1.78,10,0.0599,5.6,54,stable_mid
m_3083,61703,691190,8.0,101,45.71,13.07,0.286,29,36,43,53,71,85,92.04,2.99,46.28,39.18,8.71,0.71,0.0,6.3,88.4,5.3,1.65,18,0.0537,6.3,54,stable_mid
m_3084,61281,680090,7.87,100,38.7,11.83,0.306,22,30,37,46,60,71,91.46,3.55,47.13,40.79,6.75,0.84,0.0,24.2,74.6,1.2,1.62,1,0.011,5.6,42,stable_mid
m_3085,63097,687450,7.96,98,41.13,12.63,0.307,23,32,39,49,64,76,90.74,3.61,36.79,26.57,8.21,0.69,0.0,18.8,79.0,2.2,1.64,55,0.0189,5.7,36,stable_mid
m_3086,61861,689980,7.99,100,35.04,12.94,0.369,18,25,33,43,59,73,87.91,7.8,40.18,29.34,5.96,0.49,0.0,38.8,59.8,1.4,1.79,5,0.0356,5.6,63,stable_mid
m_3087,62167,685200,7.93,99,36.69,12.75,0.348,20,27,35,45,60,75,91.05,3.87,44.64,36.77,7.18,0.55,0.0,33.3,65.1,1.6,1.71,11,-0.01,5.5,36,stable_mid
m_3088,61219,691190,8.0,102,45.88,11.76,0.256,29,37,45,54,67,77,91.39,3.68,38.55,31.13,8.67,0.85,0.0,5.9,91.0,3.0,1.49,78,0.0224,7.9,39,stable_mid
m_3089,60838,691190,8.0,102,31.97,13.03,0.408,15,22,30,39,58,70,89.93,4.57,37.18,26.57,5.21,0.67,0.0,50.0,49.0,1.1,1.93,5,-0.0189,6.4,64,stable_mid
m_3090,63502,691190,8.0,98,46.6,11.66,0.25,29,38,46,55,67,76,90.94,3.79,45.71,40.16,8.82,0.76,0.0,5.1,91.7,3.2,1.46,32,0.0261,5.5,36,stable_mid
m_3091,61691,674690,7.81,98,41.53,11.59,0.279,25,33,40,49,62,74,91.93,3.13,45.82,37.18,7.15,0.97,0.0,14.8,83.5,1.7,1.55,12,0.0007,5.8,32,stable_mid
m_3092,61471,691190,8.0,101,48.83,10.76,0.22,32,41,48,56,67,74,91.94,3.37,45.06,42.2,11.6,1.07,0.0,2.7,94.2,3.1,1.4,5,0.0391,5.7,58,stable_mid
m_3093,61058,691190,8.0,102,41.95,12.37,0.295,25,33,40,50,64,78,87.38,7.02,45.05,37.29,8.53,0.64,0.0,15.0,82.3,2.7,1.6,22,0.0105,7.7,57,stable_mid
m_3094,59656,686470,7.95,104,38.68,13.0,0.336,21,29,37,47,63,77,90.58,3.9,50.95,41.44,5.98,0.5,0.0,27.3,70.4,2.3,1.7,96,-0.0041,5.6,57,stable_mid
m_3095,60807,684600,7.92,101,38.99,12.66,0.325,22,29,37,47,62,79,91.27,3.47,42.7,34.52,8.21,0.5,0.0,25.2,72.6,2.2,1.68,38,0.0018,5.4,63,stable_mid
m_3096,59163,691190,8.0,105,34.03,13.01,0.382,17,24,32,42,58,73,89.78,4.78,36.13,25.87,8.36,0.71,0.0,43.0,55.7,1.3,1.81,8,0.0061,5.9,63,stable_mid
m_3097,62200,691190,8.0,100,35.81,13.71,0.383,18,25,33,44,62,78,90.72,4.05,40.19,30.08,7.04,0.47,0.0,38.9,58.9,2.2,1.88,19,-0.0064,5.5,50,stable_mid
m_3098,62190,685820,7.94,99,44.63,11.77,0.264,28,36,43,52,66,77,91.71,3.31,44.94,38.17,7.99,1.05,0.0,7.9,89.2,2.9,1.53,50,0.0047,5.7,27,stable_mid
m_3099,62834,690000,7.99,99,44.84,13.14,0.293,26,35,43,54,68,77,89.69,4.71,68.09,56.79,5.13,0.16,0.0,11.7,84.3,4.1,1.58,13,-0.0173,5.9,54,stable_mid
m_3100,60293,691190,8.0,103,40.41,14.34,0.355,22,30,38,48,66,90,90.03,5.02,42.42,33.22,6.58,0.56,0.0,23.4,72.7,3.8,1.74,73,0.0338,5.6,46,stable_mid
m_3101,60716,691190,8.0,102,34.7,12.0,0.346,18,26,33,42,57,70,90.51,4.14,47.2,34.77,9.63,0.44,0.0,38.0,61.0,1.0,1.73,0,0.0027,5.6,81,stable_mid
m_3102,62329,691180,8.0,100,45.48,14.87,0.327,27,35,43,52,76,93,91.73,3.37,40.26,31.85,11.46,0.5,0.0,9.2,84.1,6.7,1.77,0,0.083,5.7,51,stable_mid
m_3103,61213,682380,7.9,100,42.64,12.4,0.291,24,33,42,51,64,74,85.93,7.81,45.72,37.48,7.54,0.74,0.0,15.9,82.1,2.0,1.52,22,-0.0287,5.6,45,stable_mid
m_3104,62645,683380,7.91,98,34.57,14.7,0.425,17,24,32,42,61,89,89.39,4.84,43.31,32.2,10.0,0.64,0.0,43.4,53.7,2.9,1.91,26,0.027,5.6,31,stable_mid
m_3105,60463,691190,8.0,103,39.33,13.87,0.353,22,29,37,47,63,90,91.21,3.4,38.13,28.7,6.67,0.54,0.0,25.5,71.3,3.2,1.7,14,0.0585,5.7,49,stable_mid
m_3106,62878,685210,7.93,98,43.67,14.91,0.341,24,33,41,52,72,89,89.9,5.38,46.69,39.83,9.71,0.77,0.0,16.3,78.1,5.7,1.76,13,0.0417,5.6,36,stable_mid
m_3107,60891,691180,8.0,102,41.3,13.08,0.317,23,31,40,50,64,81,91.37,3.43,49.09,39.79,8.49,0.64,0.0,19.7,77.5,2.8,1.6,182,0.0232,5.7,54,stable_mid
m_3108,62344,691190,8.0,100,45.91,11.06,0.241,29,37,45,54,65,74,92.02,3.27,46.14,41.85,11.25,0.97,0.0,5.2,92.7,2.2,1.44,8,0.0321,5.6,45,stable_mid
m_3109,62653,688790,7.97,99,43.06,11.78,0.273,26,34,42,51,64,74,91.31,3.62,40.98,33.05,8.89,0.76,0.0,11.9,86.2,1.9,1.52,5,-0.0069,6.5,46,stable_mid
m_3110,61194,691180,8.0,102,42.04,12.35,0.294,25,33,40,50,64,76,91.09,3.95,49.52,39.93,6.97,0.53,0.0,15.7,82.0,2.3,1.6,68,-0.0342,6.9,60,stable_mid
m_3111,62085,691190,8.0,100,43.2,12.33,0.285,26,34,42,51,65,76,90.51,4.33,49.45,41.25,7.4,0.81,0.0,13.1,84.5,2.5,1.55,3,0.0243,5.7,71,stable_mid
m_3112,59949,691190,8.0,104,46.77,13.77,0.294,29,37,45,54,72,90,86.29,6.15,48.57,39.74,17.59,0.53,0.0,5.8,88.2,6.0,1.6,4,0.0402,5.8,66,stable_mid
m_3113,62792,691190,8.0,99,32.59,14.95,0.459,15,22,30,40,59,92,88.43,5.75,37.04,24.87,5.61,0.41,0.0,50.0,47.3,2.7,1.97,21,0.0563,5.6,45,stable_mid
m_3114,61097,689990,7.99,102,4.22,0.77,0.182,3,4,4,5,6,6,85.88,0.35,22.14,17.52,1.08,0.01,73.3,26.7,0.0,0.0,1.5,0,0.0019,5.6,72,idle_pure
m_3115,60027,691190,8.0,104,44.58,12.06,0.27,27,35,43,52,66,78,88.84,5.64,50.22,43.76,9.13,0.73,0.0,9.0,87.8,3.2,1.53,9,0.0092,5.7,90,stable_mid
m_3116,62477,691190,8.0,100,40.39,12.36,0.306,24,31,39,48,63,76,87.02,6.64,45.91,36.51,6.85,0.66,0.0,19.8,77.9,2.3,1.62,31,0.029,5.6,36,stable_mid
m_3117,61288,684610,7.92,101,35.05,13.38,0.382,17,25,33,43,59,79,90.59,4.53,44.37,34.77,7.01,0.53,0.0,38.6,59.5,1.9,1.79,169,0.0148,5.6,63,stable_mid
m_3118,63049,691070,8.0,99,2.26,0.54,0.241,2,2,2,3,3,4,76.45,1.41,8.35,6.05,0.92,0.1,99.9,0.1,0.0,0.0,1.5,0,0.0029,6.5,45,idle_pure
m_3119,63322,691180,8.0,98,42.2,12.03,0.285,26,33,41,50,64,77,90.58,4.0,46.59,36.81,7.0,0.51,0.0,14.3,83.5,2.2,1.56,0,0.0047,5.6,28,stable_mid
m_3120,62610,689110,7.98,99,30.36,12.21,0.402,14,21,28,38,53,67,90.93,3.38,38.13,27.38,4.63,0.47,0.0,53.6,45.5,0.8,1.89,7,0.0158,5.6,29,stable_mid
m_3121,61527,689100,7.98,101,43.51,12.02,0.276,26,34,42,51,65,76,90.33,4.18,47.67,38.37,10.45,0.39,0.0,11.2,86.3,2.5,1.55,6,-0.0236,5.5,63,stable_mid
m_3122,60539,688000,7.96,102,43.91,12.59,0.287,26,34,43,52,66,77,85.97,7.32,41.39,33.51,7.27,0.84,0.0,11.6,85.3,3.1,1.53,55,0.0502,5.6,48,stable_mid
m_3123,62635,691190,8.0,99,36.14,13.73,0.38,18,26,33,44,62,79,88.25,5.97,35.82,26.51,10.45,0.49,0.0,37.2,60.6,2.3,1.88,38,-0.0344,5.7,45,stable_mid
m_3124,60072,690520,7.99,103,47.34,11.73,0.248,30,38,46,56,68,77,90.75,4.1,46.84,39.61,8.54,0.9,0.0,3.5,92.7,3.8,1.48,30,0.0141,5.7,66,stable_mid
m_3125,63958,691190,8.0,97,2.84,0.59,0.208,2,3,3,3,4,5,89.03,1.35,21.6,16.82,1.01,0.0,98.5,1.5,0.0,0.0,1.33,0,0.0044,5.4,26,idle_pure
m_3126,58485,691190,8.0,106,33.49,12.88,0.384,16,24,32,41,57,72,90.71,3.86,40.43,30.67,5.29,0.58,0.0,43.2,55.5,1.3,1.78,11,0.0154,8.8,81,stable_mid
m_3127,62274,691190,8.0,100,45.4,12.06,0.266,28,36,44,54,67,77,91.66,3.55,42.24,35.92,8.12,0.7,0.0,7.3,89.4,3.3,1.52,0,0.0278,7.5,38,stable_mid
m_3128,62962,691190,8.0,99,37.97,15.61,0.411,19,27,35,46,66,95,89.6,4.23,51.56,43.63,6.18,0.43,0.0,33.5,62.4,4.0,1.89,170,0.0576,5.7,27,stable_mid
m_3129,63158,691190,8.0,98,44.54,15.33,0.344,25,33,42,53,77,89,89.32,4.73,41.97,32.82,11.45,0.33,0.0,14.8,78.0,7.1,1.83,57,0.0581,6.1,36,stable_mid
m_3130,60664,689400,7.98,102,34.2,15.68,0.458,14,22,31,43,64,80,87.63,5.25,44.57,32.52,5.02,0.54,0.0,45.8,51.1,3.1,2.06,83,-0.0406,6.6,70,stable_mid
m_3131,60176,691070,8.0,103,41.51,14.05,0.339,23,31,39,49,67,90,91.6,3.46,38.26,29.91,8.75,0.74,0.0,19.7,76.2,4.1,1.72,49,0.0445,5.6,54,stable_mid
m_3132,62375,691190,8.0,100,42.62,11.69,0.274,26,34,41,50,63,74,91.76,3.3,41.89,36.21,9.28,0.9,0.0,12.8,85.4,1.8,1.54,32,0.0104,5.7,54,stable_mid
m_3133,61500,691180,8.0,101,44.78,13.66,0.305,27,35,42,52,71,87,91.38,3.5,46.64,40.74,3.81,0.45,0.0,8.9,85.7,5.4,1.69,41,0.0663,5.4,86,stable_mid
m_3134,63812,691020,8.0,97,32.91,12.71,0.386,16,23,31,40,56,71,89.19,6.29,42.24,31.39,5.81,0.51,0.0,45.7,53.1,1.2,1.81,7,0.0118,5.7,36,stable_mid
m_3135,59952,691190,8.0,104,44.02,12.91,0.293,26,34,42,53,67,79,92.01,3.17,46.0,39.39,9.48,0.7,0.0,12.0,84.5,3.5,1.6,65,0.008,5.5,82,stable_mid
m_3136,61480,691180,8.0,101,45.11,12.45,0.276,27,35,44,54,67,79,90.56,4.27,46.33,37.75,60.88,1.02,0.0,9.0,87.9,3.2,1.52,7,0.0429,6.0,56,stable_mid
m_3137,61785,691190,8.0,101,53.0,10.79,0.204,36,45,53,61,72,78,90.75,4.04,47.42,41.46,53.13,0.58,0.0,0.4,93.0,6.6,1.36,0,0.0426,5.7,54,stable_high
m_3138,62231,688510,7.97,100,49.01,10.72,0.219,33,41,48,56,68,75,91.11,3.81,43.08,35.58,9.58,0.58,0.0,1.2,95.1,3.8,1.42,10,0.0259,5.6,53,stable_mid
m_3139,60898,691190,8.0,102,41.17,13.27,0.322,23,31,39,50,66,78,90.34,4.21,47.48,39.41,7.23,0.73,0.0,20.8,76.2,3.0,1.69,43,0.0123,5.4,60,stable_mid
m_3140,62450,690120,7.99,99,34.05,12.94,0.38,16,24,33,42,57,71,90.1,4.34,42.57,30.7,6.23,0.53,0.0,41.3,57.6,1.1,1.73,5,-0.0036,5.9,54,stable_mid
